"Name"|"Age"|"Class/Dept"|"Ticket"|"Fare"|"Group"|"Ship"|"Joined"|"Job"|"Boat"|"Body"||" "
"PETTY, Mr Edwin Henry"|25|"Victualling"|||||"Southampton"|"Bed Room Steward"||"82"||
"PFROPPER, Mr Richard"|30|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"PHILLIMORE, Mr Harold Charles William"|23|"Victualling"|||||"Belfast"|"Saloon Steward"|"14"|||
"PHILLIPS, Mr John George"|25|"Victualling"|||||"Belfast"|"Telegraphist"||||
"PLATT, Mr W."|18|"Victualling"|||||"Southampton"|"Scullion"||||
"POOK, Mr P."|34|"Victualling"|||||"Southampton"|"Assistant Pantry"||||
"PORT, Mr Frank"|22|"Victualling"|||||"Southampton"|"Steward"||||
"PORTEUS, Mr Thomas"|32|"Victualling"|||||"Southampton"|"Butcher"||||
"PRENTICE, Mr Frank Winnold"|22|"Victualling"|||||"Southampton"|"Storekeeper"||||
"PRICHARD, Mrs Alice"|33|"Victualling"|||||"Southampton"|"Stewardess"||||
"PRIDEAUX, Mr John ""Jack"" Arthur"|23|"Victualling"|||||"Southampton"|"Steward"||||
"PRIOR, Mr Harold John"|21|"Victualling"|||||"Southampton"|"Steward"||||
"PROCTOR, Mr Charles"|40|"Victualling"|||||"Belfast"|"Chef"||||
"PRYCE, Mr Charles William"|22|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"PUGH, Mr Alfred"|20|"Victualling"|||||"Southampton"|"Steward"||||
"PUSEY, Mr John E."|35|"Victualling"|||||"Belfast"|"Saloon Steward"||||
"RANDALL, Mr Frank Henry"|29|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"RANSOM, Mr James"|33|"Victualling"|||||"Belfast"|"Saloon Steward"||||
"RATTONBURY, Mr William Henry"|36|"Victualling"|||||"Belfast"|"Boots"||||
"RAY, Mr Frederick Dent"|32|"Victualling"|||||"Belfast"|"Saloon Steward"|"13"|||
"REED, Mr Thomas Charles Prowse"|54|"Victualling"|||||"Southampton"|"Bed Room Steward"||||
"REVELL, Mr William"|31|"Victualling"|||||"Belfast"|"Saloon Steward"||||
"RICE, Mr John Reginald"|25|"Victualling"|||||"Southampton"|"Clerk"||"64"||
"RICE, Mr Percy"|19|"Victualling"|||||"Southampton"|"Steward"||||
"RICKS, Mr Cyril G."|23|"Victualling"|||||"Southampton"|"Storekeeper"||"100"||
"RIDOUT, Mr W."|29|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"RIMMER, Mr Gilbert"|27|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"ROBERTON, Mr George Edward"|19|"Victualling"|||||"Southampton"|"Assistant Saloon Steward"||"127"||
"ROBERTS, Mrs Mary Kezziah"|41|"Victualling"|||||"Southampton"|"Stewardess"||||
"ROBERTS, Mr Frederick (Frank John?)"|36|"Victualling"|||||"Belfast"|"Third Butcher"||"231"||
"ROBERTS, Mr Hugh H."|40|"Victualling"|||||"Belfast"|"Bed Room Steward"||"93"||
"ROBINSON, Mrs Annie"|40|"Victualling"|||||"Southampton"|"Stewardess"|"11"|||
"ROBINSON, Mr James William"|30|"Victualling"|||||"Southampton"|"Saloon Steward"||"151"||
"ROGERS, Mr Edward James William"|32|"Victualling"|||||"Southampton"|"Assistant Storekeeper"||"282"||
"ROGERS, Mr Michael"|27|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"ROSS, Mr Horace Leopold"|36|"Victualling"|||||"Southampton"|"Scullion"||||
"ROWE, Mr Edward M."|31|"Victualling"|||||"Belfast"|"Saloon Steward"||||
"RULE, Mr Samuel James"|58|"Victualling"|||||"Belfast"|"Bath Room Steward"||||
"RUSSELL, Mr Boysie Richard"|17|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"RYAN, Mr Tom"|27|"Victualling"|||||"Southampton"|"Steward"||||
"RYERSON, Mr William Edwy"|32|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"SAMUEL, Mr Owen Wilmore"|41|"Victualling"|||||"Southampton"|"Saloon Steward"||"217"||
"SAUNDERS, Mr D. E."|26|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"SAVAGE, Mr Charles J."|23|"Victualling"|||||"Southampton"|"Steward"||||
"SCOTT, Mr John"|21|"Victualling"|||||"Southampton"|"Boots"||||
"SCOVELL, Mr Robert"|42|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"SEDUNARY, Mr Sidney Francis"|25|"Victualling"|||||"Southampton"|"Steward"||||
"SEWARD, Mr Wilfred Deable"|25|"Victualling"|||||"Southampton"|"Chief Pantry Steward"||||
"SHAW, Mr Henry"|39|"Victualling"|||||"Southampton"|"Kitchen Porter"||||
"SHEA, Mr John"|39|"Victualling"|||||"Belfast"|"Saloon Steward"||"11"||
"SIEBERT, Mr Sidney Conrad"|29|"Victualling"|||||"Belfast"|"Bed Room Steward"|"4"|||
"SIMMONS, Mr Alfred (Andrew)"|31|"Victualling"|||||"Southampton"|"Scullion"||||
"SIMMONS, Mr Frederick C."|25|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"SIMMONS, Mr W."|32|"Victualling"|||||"Southampton"|"Passage Cook"||||
"SIVIER, Mr William"|23|"Victualling"|||||"Southampton"|"Steward"||||
"SKINNER, Mr Edward"|33|"Victualling"|||||"Belfast"|"Saloon Steward"||||
"SLIGHT, Mr Harry John"|35|"Victualling"|||||"Southampton"|"Steward"||||
"SLIGHT, Mr William H."|37|"Victualling"|||||"Belfast"|"Larder Cook"||||
"SLOAN, Miss Mary"|28|"Victualling"|||||"Southampton"|"Stewardess"||||
"SLOCOMBE, Mrs Maud"|30|"Victualling"|||||"Southampton"|"Turkish Bath Stewardess"||||
"SMILLIE, Mr John"|29|"Victualling"|||||"Belfast"|"Saloon Steward"||"91"||
"SMITH, Mr Charles"|38|"Victualling"|||||"Southampton"|"Kitchen Porter"||||
"SMITH, Mr Charles Edwin"|38|"Victualling"|||||"Southampton"|"Bed Room Steward"||"329"||
"SMITH, Mr F."|20|"Victualling"|||||"Belfast"|"Assistant Pantryman Steward"||||
"SMITH, Mr J."|24|"Victualling"|||||"Southampton"|"Baker"||||
"SMITH, Mr John Richard Jago"|35|"Victualling"|||"Postal Clerk"||"Southampton"|"Postal Clerk"||||
"SMITH, Miss Katherine E."|42|"Victualling"|||||"Southampton"|"Stewardess"||||
"SMITH, Mr Robert G."|30|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"SNAPE, Mrs Lucy Violet"|22|"Victualling"|||||"Southampton"|"Stewardess"||||
"STAGG, Mr John Henry"|34|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"STAP, Miss Sarah Agnes"|47|"Victualling"|||||"Southampton"|"Stewardess"||||
"STEBBINGS, Mr Sydney Frederick"|34|"Victualling"|||||"Belfast"|"Chief Boots Steward"||||
"STEWART, Mr John"|27|"Victualling"|||||"Belfast"|"Verandah Steward"|"15"|||
"STONE, Mr Edmond J."|33|"Victualling"|||||"Southampton"|"Bed Room Steward"||"41"||
"STONE, Mr Edward Thomas"|30|"Victualling"|||||"Southampton"|"Bed Room Steward"||"243"||
"STROUD, Mr Edward Alfred Orlando"|19|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"STROUD, Mr Harry John"|35|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"STRUGNELL, Mr John H."|34|"Victualling"|||||"Belfast"|"Saloon Steward"||||
"STUBBINGS, Mr Harry Robert"|31|"Victualling"|||||"Belfast"|"2nd. Class Cook"||||
"SWAN, Mr W."|46|"Victualling"|||||"Belfast"|"Bed Room Steward"||||
"SYMONDS, Mr J."|38|"Victualling"|||||"Belfast"|"Saloon Steward"||||
"TALBOT, Mr George Frederick Charles"||"Victualling"|||||"Southampton"|"Steward"||"150"||
"TAYLOR, Mr Bernard Cuthbert"|22|"Victualling"|||||"Southampton"|"Steward"||||
"TAYLOR, Mr Leonard"|23|"Victualling"|||||"Southampton"|"Turkish Bath Attendant"||||
"TAYLOR, Mr William John"|30|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"TAYLOR, Mr George Frederick"|32|"Victualling"|||||"Southampton"|"Stenographer"||||
"TERRELL, Mr Frank"|27|"Victualling"|||||"Southampton"|"Assistant Saloon Steward"||||
"TEUTON, Mr Thomas Moore"|32|"Victualling"|||||"Southampton"|"Saloon Steward"||"226"||
"THALER, Mr Montague Donald"|17|"Victualling"|||||"Southampton"|"Steward"||||
"THEISSINGER, Mr Alfred"|46|"Victualling"|||||"Southampton"|"Bed Room Steward"||||
"THOMAS, Mr Benjamin James"|32|"Victualling"|||||"Belfast"|"Saloon Steward"|"15"|||
"THOMAS, Mr Albert Charles"|23|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"THOMPSON, Mr Herbert Henry"|25|"Victualling"|||||"Belfast"|"2nd (Assistant) Storekeeper"||||
"THORLEY, Mr William"|39|"Victualling"|||||"Southampton"|"Cook"||||
"THORN, Mr Harry"|25|"Victualling"|||||"Southampton"|"Assistant Ship's Cook"||||
"TOMS, Mr Francis A."|31|"Victualling"|||||"Belfast"|"Saloon Steward"|"15"|||
"TOPP, Mr Thomas Frederick"|28|"Victualling"|||||"Southampton"|"Butcher"||||
"TOSHACK, Mr James Adamson"|30|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"TURNER, Mr L."|28|"Victualling"|||||"Belfast"|"Saloon Steward"||"23"||
"VEAL, Mr Thomas Henry Edom"|38|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"WAKE, Mr Percy"|37|"Victualling"|||||"Southampton"|"Baker"||||
"WALLIS, Mrs Catherine Jane"|35|"Victualling"|||||"Southampton"|"Matron"||||
"WALPOLE, Mr James"|48|"Victualling"|||||"Belfast"|"Chief Pantryman Steward"||||
"WALSH, Miss Catherine"|32|"Victualling"|||||"Southampton"|"Stewardess"||||
"WARD, Mr Edward"|34|"Victualling"|||||"Belfast"|"Bed Room Steward"||||
"WARD, Mr Percy Thomas"|38|"Victualling"|||||"Belfast"|"Bed Room Steward"||||
"WARD, Mr William"|36|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"WAREHAM, Mr Robert Arthur"|36|"Victualling"|||||"Belfast"|"Bed Room Steward"||"246"||
"WARWICK, Mr Tom"|35|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"WATSON, Mr W. A."|14|"Victualling"|||||"Southampton"|"Bell Boy"||||
"WEATHERSTONE, Mr Thomas Herbert"|24|"Victualling"|||||"Belfast"|"Saloon Steward"||||
"WEBB, Mr Brooke Holding"|50|"Victualling"|||||"Belfast"|"Smoke Room Steward"||||
"WEIKMAN, Mr August H."|51|"Victualling"|||||"Southampton"|"Barber"||||
"WELCH, Mr W. H."|23|"Victualling"|||||"Southampton"|"Cook"||||
"WHEAT, Mr Joseph Thomas"|29|"Victualling"|||||"Belfast"|"Assistant Second Steward"|"11"|||
"WHEELTON, Mr Edneser (Ernest) Edward"|29|"Victualling"|||||"Belfast"|"Saloon Steward"|"11"|||
"WHITE, Mr Arthur"|37|"Victualling"|||||"Southampton"|"Barber"||"247"||
"WHITE, Mr J. W."|27|"Victualling"|||||"Southampton"|"Glory Hole Steward"||"272"||
"WHITE, Mr Leonard Lisle Oliver"|31|"Victualling"|||||"Belfast"|"Saloon Steward"||||
"WHITELEY, Mr Thomas Arthur"|18|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"WHITFORD, Mr Alfred Henry"|39|"Victualling"|||||"Southampton"|"Saloon Steward"||||
"WIDGERY, Mr James George"|37|"Victualling"|||||"Southampton"|"Bath Steward"||||
"WILLIAMS, Mr Arthur J."|38|"Victualling"|||||"Southampton"|"Storekeeper"||||
"WILLIAMS, Mr Walter John"|28|"Victualling"|||||"Southampton"|"Assistant Saloon Steward"||||
"WILLIAMSON, Mr James Bertram"|35|"Victualling"|||"Postal Clerk"||"Southampton"|"Postal Clerk"||||
"WILLIS, Mr W."|46|"Victualling"|||||"Southampton"|"Steward"||||
"WILLSHER, Mr William Aubrey"|33|"Victualling"|||||"Southampton"|"Butcher"||||
"WINDEBANK, Mr Alfred Edgar"|38|"Victualling"|||||"Southampton"|"Cook"|"13"|||
"WINSER, Mr Rowland"|33|"Victualling"|||||"Southampton"|"Steward"||||
"WITTER, Mr James William Cheetham"|31|"Victualling"|||||"Southampton"|"Smoke Room Steward"||||
"WITTMAN, Mr Henry"|34|"Victualling"|||||"Southampton"|"Bed Room Steward"||"315"||
"WOOD, Mr James Thomas"|40|"Victualling"|||||"Southampton"|"Assistant Saloon Steward"||||
"WOODY, Mr Oscar Scott"|44|"Victualling"|||"Postal Clerk"||"Southampton"|"Postal Clerk"||"167"||
"WORMALD, Mr Henry Frederick Charles"|44|"Victualling"|||||"Southampton"|"Saloon Steward"||"144"||
"WRAPSON, Mr Frederick Bernard"|18|"Victualling"|||||"Belfast"|"Assistant Pantryman Steward"||||
"WRIGHT, Mr Frederick"|24|"Victualling"|||||"Southampton"|"Sports Instructor"||||
"WRIGHT, Mr William"|40|"Victualling"|||||"Southampton"|"Glory Hole Steward"||||
"YEARSLEY, Mr Harry"|38|"Victualling"|||||"Southampton"|"Saloon Steward"||||
